state,district,pincode,forecast_month,forecast,pi_low,pi_high,last_month,last_value
Karnataka,Bengaluru,560114,2025-12-01,1.5,0.29026173629719954,2.7097382637028007,2025-11-01,2
Karnataka,Bengaluru,560115,2026-01-01,1.5,0.11407070887436688,2.885929291125633,2025-12-01,2
Karnataka,Bengaluru,561203,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Bengaluru,562106,2026-01-01,5.5224609375,2.4226859143884814,8.622235960611519,2025-12-01,6
Karnataka,Bengaluru,562107,2026-01-01,3.1484375,1.7704295966687467,4.526445403331254,2025-12-01,3
Karnataka,Bengaluru,562110,2025-10-01,1.0,1.0,1.0,2025-09-01,1
Karnataka,Bengaluru,562114,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Bengaluru,562120,2025-07-01,2.0,2.0,2.0,2025-06-01,2
Karnataka,Bengaluru,562123,2026-01-01,3.00732421875,0.0,8.094825042318343,2025-12-01,3
Karnataka,Bengaluru,562125,2026-01-01,5.3115234375,1.1770620620568684,9.44598481294313,2025-12-01,5
Karnataka,Bengaluru,562129,2025-07-01,1.0,1.0,1.0,2025-06-01,1
Karnataka,Bengaluru,562130,2026-01-01,2.728515625,0.0,7.296793543992219,2025-12-01,1
Karnataka,Bengaluru,562149,2026-01-01,3.03125,0.0,7.653698411074673,2025-12-01,3
Karnataka,Bengaluru,562157,2026-01-01,1.95263671875,0.0,4.533003150876697,2025-12-01,1
Karnataka,Bengaluru,562162,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Bengaluru Rural,560049,2025-02-01,762.0,762.0,762.0,2025-01-01,762
Karnataka,Bengaluru Rural,560060,2025-02-01,281.0,281.0,281.0,2025-01-01,281
Karnataka,Bengaluru Rural,560067,2025-02-01,961.0,961.0,961.0,2025-01-01,961
Karnataka,Bengaluru Rural,560087,2025-02-01,610.0,610.0,610.0,2025-01-01,610
Karnataka,Bengaluru Rural,562110,2025-02-01,174.0,174.0,174.0,2025-01-01,174
Karnataka,Bengaluru South,562108,2025-12-01,1.734375,0.0,5.188571704270744,2025-11-01,1
Karnataka,Bengaluru South,562112,2025-07-01,1.0,1.0,1.0,2025-06-01,1
Karnataka,Bengaluru South,562119,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Bengaluru South,562121,2026-01-01,2.0,2.0,2.0,2025-12-01,2
Karnataka,Bengaluru South,562127,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Bengaluru South,562138,2025-11-01,1.1875,0.2500973364313023,2.124902663568698,2025-10-01,1
Karnataka,Bengaluru South,562159,2025-07-01,1.0,1.0,1.0,2025-06-01,1
Karnataka,Bengaluru South,562160,2025-12-01,4.06640625,1.0401133093564279,7.092699190643572,2025-11-01,5
Karnataka,Bengaluru South,562161,2025-09-01,1.25,0.17646378728987422,2.323536212710126,2025-08-01,1
Karnataka,Bengaluru Urban,560001,2025-02-01,180.0,180.0,180.0,2025-01-01,180
Karnataka,Bengaluru Urban,560004,2025-02-01,175.0,175.0,175.0,2025-01-01,175
Karnataka,Bengaluru Urban,560005,2025-02-01,291.0,291.0,291.0,2025-01-01,291
Karnataka,Bengaluru Urban,560008,2025-02-01,261.0,261.0,261.0,2025-01-01,261
Karnataka,Bengaluru Urban,560010,2025-02-01,330.0,330.0,330.0,2025-01-01,330
Karnataka,Bengaluru Urban,560016,2025-10-01,404.5,0.0,1384.3520088258226,2025-09-01,51
Karnataka,Bengaluru Urban,560017,2025-02-01,112.0,112.0,112.0,2025-01-01,112
Karnataka,Bengaluru Urban,560024,2025-02-01,202.0,202.0,202.0,2025-01-01,202
Karnataka,Bengaluru Urban,560027,2025-02-01,112.0,112.0,112.0,2025-01-01,112
Karnataka,Bengaluru Urban,560029,2025-02-01,334.0,334.0,334.0,2025-01-01,334
Karnataka,Bengaluru Urban,560032,2025-10-01,430.5,0.0,1499.051483457863,2025-09-01,45
Karnataka,Bengaluru Urban,560034,2025-02-01,137.0,137.0,137.0,2025-01-01,137
Karnataka,Bengaluru Urban,560035,2025-02-01,590.0,590.0,590.0,2025-01-01,590
Karnataka,Bengaluru Urban,560036,2025-02-01,675.0,675.0,675.0,2025-01-01,675
Karnataka,Bengaluru Urban,560037,2025-02-01,829.0,829.0,829.0,2025-01-01,829
Karnataka,Bengaluru Urban,560038,2025-02-01,173.0,173.0,173.0,2025-01-01,173
Karnataka,Bengaluru Urban,560041,2025-02-01,132.0,132.0,132.0,2025-01-01,132
Karnataka,Bengaluru Urban,560043,2025-10-01,600.0,0.0,2024.7353112771507,2025-09-01,86
Karnataka,Bengaluru Urban,560045,2025-02-01,1108.0,1108.0,1108.0,2025-01-01,1108
Karnataka,Bengaluru Urban,560046,2025-02-01,89.0,89.0,89.0,2025-01-01,89
Karnataka,Bengaluru Urban,560047,2025-02-01,420.0,420.0,420.0,2025-01-01,420
Karnataka,Bengaluru Urban,560048,2025-02-01,464.0,464.0,464.0,2025-01-01,464
Karnataka,Bengaluru Urban,560058,2025-02-01,463.0,463.0,463.0,2025-01-01,463
Karnataka,Bengaluru Urban,560061,2025-02-01,572.0,572.0,572.0,2025-01-01,572
Karnataka,Bengaluru Urban,560062,2025-02-01,576.0,576.0,576.0,2025-01-01,576
Karnataka,Bengaluru Urban,560064,2025-02-01,1008.0,1008.0,1008.0,2025-01-01,1008
Karnataka,Bengaluru Urban,560066,2025-02-01,749.0,749.0,749.0,2025-01-01,749
Karnataka,Bengaluru Urban,560068,2025-10-01,773.0,0.0,2732.7040176516452,2025-09-01,66
Karnataka,Bengaluru Urban,560075,2025-02-01,246.0,246.0,246.0,2025-01-01,246
Karnataka,Bengaluru Urban,560076,2025-02-01,811.0,811.0,811.0,2025-01-01,811
Karnataka,Bengaluru Urban,560077,2025-02-01,844.0,844.0,844.0,2025-01-01,844
Karnataka,Bengaluru Urban,560078,2025-02-01,852.0,852.0,852.0,2025-01-01,852
Karnataka,Bengaluru Urban,560084,2025-02-01,302.0,302.0,302.0,2025-01-01,302
Karnataka,Bengaluru Urban,560085,2025-02-01,399.0,399.0,399.0,2025-01-01,399
Karnataka,Bengaluru Urban,560091,2025-02-01,792.0,792.0,792.0,2025-01-01,792
Karnataka,Bengaluru Urban,560092,2025-02-01,235.0,235.0,235.0,2025-01-01,235
Karnataka,Bengaluru Urban,560093,2025-02-01,237.0,237.0,237.0,2025-01-01,237
Karnataka,Bengaluru Urban,560094,2025-02-01,137.0,137.0,137.0,2025-01-01,137
Karnataka,Bengaluru Urban,560097,2025-02-01,510.0,510.0,510.0,2025-01-01,510
Karnataka,Bengaluru Urban,560098,2025-02-01,89.0,89.0,89.0,2025-01-01,89
Karnataka,Bengaluru Urban,560099,2025-02-01,455.0,455.0,455.0,2025-01-01,455
Karnataka,Bengaluru Urban,560100,2025-02-01,837.0,837.0,837.0,2025-01-01,837
Karnataka,Bengaluru Urban,560102,2025-02-01,370.0,370.0,370.0,2025-01-01,370
Karnataka,Bengaluru Urban,560103,2025-02-01,385.0,385.0,385.0,2025-01-01,385
Karnataka,Bengaluru Urban,562106,2025-02-01,158.0,158.0,158.0,2025-01-01,158
Karnataka,Bengaluru Urban,562125,2025-02-01,464.0,464.0,464.0,2025-01-01,464
Karnataka,Bengaluru Urban,562157,2025-02-01,69.0,69.0,69.0,2025-01-01,69
Karnataka,Bidar,585226,2026-01-01,6.6201171875,2.6825270276154294,10.557707347384572,2025-12-01,7
Karnataka,Bidar,585227,2026-01-01,8.109375,3.6129715396692346,12.605778460330765,2025-12-01,9
Karnataka,Bidar,585326,2026-01-01,8.93212890625,4.625563214491737,13.238694598008262,2025-12-01,9
Karnataka,Bidar,585327,2026-01-01,13.458984375,1.1540704075928474,25.763898342407153,2025-12-01,14
Karnataka,Bidar,585328,2026-01-01,9.8564453125,6.075852831137386,13.637037793862614,2025-12-01,10
Karnataka,Bidar,585329,2026-01-01,3.54736328125,0.7944808198046767,6.300245742695323,2025-12-01,4
Karnataka,Bidar,585330,2026-01-01,9.02392578125,4.1427687315054005,13.9050828309946,2025-12-01,10
Karnataka,Bidar,585331,2026-01-01,3.3212890625,0.0,6.949516550912861,2025-12-01,4
Karnataka,Bidar,585353,2025-12-01,4.41796875,0.5307986868440469,8.305138813155953,2025-11-01,6
Karnataka,Bidar,585401,2026-01-01,8.9501953125,2.4816638628243455,15.418726762175655,2025-12-01,7
Karnataka,Bidar,585402,2026-01-01,5.0498046875,2.9221360543191772,7.177473320680823,2025-12-01,5
Karnataka,Bidar,585403,2026-01-01,14.7744140625,0.0,32.14857373773887,2025-12-01,11
Karnataka,Bidar,585411,2026-01-01,7.451171875,0.12203886211578041,14.78030488788422,2025-12-01,7
Karnataka,Bidar,585412,2026-01-01,6.0712890625,0.0,15.84574478913141,2025-12-01,4
Karnataka,Bidar,585413,2026-01-01,4.1884765625,0.0,9.52705385654544,2025-12-01,3
Karnataka,Bidar,585414,2026-01-01,2.34375,0.0,7.457639184296954,2025-12-01,1
Karnataka,Bidar,585415,2025-12-01,1.640625,0.0,3.6921790076132157,2025-11-01,1
Karnataka,Bidar,585416,2026-01-01,6.7080078125,1.4990407407246202,11.91697488427538,2025-12-01,5
Karnataka,Bidar,585417,2026-01-01,3.701171875,0.0,11.254540128824907,2025-12-01,1
Karnataka,Bidar,585418,2026-01-01,5.234375,0.4476058635413054,10.021144136458695,2025-12-01,6
Karnataka,Bidar,585419,2026-01-01,5.7958984375,0.0,11.927637298689843,2025-12-01,4
Karnataka,Bidar,585421,2026-01-01,3.8642578125,0.0,9.463930228353146,2025-12-01,4
Karnataka,Bidar,585436,2026-01-01,5.47265625,1.4980476068914492,9.447264893108551,2025-12-01,6
Karnataka,Bidar,585437,2025-12-01,6.828125,0.0,25.809004038177452,2025-11-01,8
Karnataka,Bidar,585443,2026-01-01,2.294921875,0.508771473160057,4.081072276839943,2025-12-01,2
Karnataka,Bijapur,586101,2026-01-01,7.6279296875,0.0,19.03825892981,2025-12-01,4
Karnataka,Bijapur,586102,2026-01-01,2.96875,0.0,6.309287820773933,2025-12-01,2
Karnataka,Bijapur,586103,2025-11-01,1.3828125,0.19685057392932515,2.568774426070675,2025-10-01,1
Karnataka,Bijapur,586104,2026-01-01,5.5302734375,0.0,12.562190878848295,2025-12-01,3
Karnataka,Bijapur,586108,2026-01-01,2.423828125,0.0,5.409468881734488,2025-12-01,2
Karnataka,Bijapur,586109,2026-01-01,1.1875,0.07480453758031302,2.300195462419687,2025-12-01,1
Karnataka,Bijapur,586111,2026-01-01,2.5859375,0.0,5.295359259326874,2025-12-01,2
Karnataka,Bijapur,586112,2026-01-01,4.5419921875,0.0,9.42100646905636,2025-12-01,3
Karnataka,Bijapur,586113,2026-01-01,4.0107421875,0.0,10.570164084352108,2025-12-01,4
Karnataka,Bijapur,586114,2026-01-01,3.03125,0.3147726430597233,5.747727356940277,2025-12-01,2
Karnataka,Bijapur,586115,2026-01-01,1.361328125,0.0,3.4648560676648903,2025-12-01,1
Karnataka,Bijapur,586116,2026-01-01,1.45703125,0.22414678599773752,2.6899157140022627,2025-12-01,1
Karnataka,Bijapur,586117,2026-01-01,3.94140625,1.861852874525264,6.020959625474736,2025-12-01,4
Karnataka,Bijapur,586118,2026-01-01,1.884765625,0.0,5.1342580902541,2025-12-01,1
Karnataka,Bijapur,586119,2026-01-01,3.09375,0.0,6.296668480079449,2025-12-01,3
Karnataka,Bijapur,586120,2025-12-01,3.52734375,0.6421596426186489,6.412527857381351,2025-11-01,4
Karnataka,Bijapur,586121,2026-01-01,1.712890625,0.0,5.197362756989652,2025-12-01,1
Karnataka,Bijapur,586122,2026-01-01,2.6015625,1.3165043404057952,3.8866206595942048,2025-12-01,3
Karnataka,Bijapur,586123,2026-01-01,2.86328125,0.37884403113523435,5.347718468864766,2025-12-01,2
Karnataka,Bijapur,586124,2026-01-01,3.623046875,1.4021543448361626,5.843939405163837,2025-12-01,3
Karnataka,Bijapur,586125,2026-01-01,2.34619140625,0.8184208460175721,3.873961966482428,2025-12-01,2
Karnataka,Bijapur,586127,2025-12-01,3.828125,1.0926041109884834,6.563645889011516,2025-11-01,4
Karnataka,Bijapur,586128,2026-01-01,7.43408203125,2.365361442605894,12.502802619894105,2025-12-01,6
Karnataka,Bijapur,586129,2026-01-01,4.6015625,0.0,10.93737010937117,2025-12-01,7
Karnataka,Bijapur,586130,2026-01-01,3.41796875,0.0,8.869488841819614,2025-12-01,2
Karnataka,Bijapur,586201,2026-01-01,2.89453125,0.7195668609023338,5.069495639097666,2025-12-01,3
Karnataka,Bijapur,586202,2026-01-01,4.146484375,0.0,8.780508494507217,2025-12-01,6
Karnataka,Bijapur,586203,2026-01-01,3.28759765625,0.010176364384136605,6.565018948115863,2025-12-01,3
Karnataka,Bijapur,586204,2026-01-01,3.00390625,0.0,9.153353228112259,2025-12-01,1
Karnataka,Bijapur,586205,2026-01-01,3.15625,0.0,11.330903628640764,2025-12-01,1
Karnataka,Bijapur,586206,2026-01-01,1.7373046875,0.38632502224480003,3.0882843527552,2025-12-01,2
Karnataka,Bijapur,586207,2025-12-01,2.890625,0.0,7.344184797711812,2025-11-01,2
Karnataka,Bijapur,586208,2026-01-01,2.328125,0.8245313129265615,3.8317186870734385,2025-12-01,2
Karnataka,Bijapur,586209,2026-01-01,2.013671875,0.0,4.286301223585516,2025-12-01,2
Karnataka,Bijapur,586210,2026-01-01,3.41796875,0.0,9.803176380768456,2025-12-01,2
Karnataka,Bijapur,586211,2025-12-01,3.13671875,0.0,8.655789013163428,2025-11-01,2
Karnataka,Bijapur,586212,2026-01-01,1.87939453125,0.0,4.268857594509575,2025-12-01,1
Karnataka,Bijapur,586213,2026-01-01,1.2421875,0.0,4.400020626228146,2025-12-01,1
Karnataka,Bijapur,586214,2026-01-01,4.61572265625,0.0,10.091497390299274,2025-12-01,6
Karnataka,Bijapur,586215,2026-01-01,6.50927734375,0.0,13.092689523710515,2025-12-01,9
Karnataka,Bijapur,586216,2026-01-01,2.29296875,0.0,5.704440565748333,2025-12-01,1
Karnataka,Bijapur,586217,2026-01-01,4.1171875,0.9934923069688781,7.240882693031121,2025-12-01,5
Karnataka,Bijapur,586245,2026-01-01,5.07470703125,0.0,10.545597102232346,2025-12-01,7
Karnataka,Chamarajanagar,571109,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Chamarajanagar,571111,2025-12-01,1.5,0.0,3.21082825945018,2025-11-01,1
Karnataka,Chamarajanagar,571115,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chamarajanagar,571117,2025-10-01,1.0,1.0,1.0,2025-09-01,1
Karnataka,Chamarajanagar,571123,2025-09-01,2.5,1.1140707088743669,3.885929291125633,2025-08-01,2
Karnataka,Chamarajanagar,571124,2025-03-01,1.0,1.0,1.0,2025-02-01,1
Karnataka,Chamarajanagar,571126,2025-07-01,1.0,1.0,1.0,2025-06-01,1
Karnataka,Chamarajanagar,571127,2025-09-01,1.125,0.3248333506908285,1.9251666493091715,2025-08-01,1
Karnataka,Chamarajanagar,571313,2025-11-01,1.203125,0.0,2.6842707796290073,2025-10-01,1
Karnataka,Chamarajanagar,571316,2025-08-01,1.0,1.0,1.0,2025-07-01,1
Karnataka,Chamarajanagar,571342,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chamarajanagar,571439,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chamarajanagar,571440,2026-01-01,1.0703125,0.19890984110588028,1.9417151588941197,2025-12-01,1
Karnataka,Chamarajanagar,571441,2025-12-01,3.75,0.0,9.396705234028069,2025-11-01,6
Karnataka,Chamarajanagar,571490,2025-09-01,1.0,1.0,1.0,2025-08-01,1
Karnataka,Chamarajanagar *,571127,2025-02-01,1.0,1.0,1.0,2025-01-01,1
Karnataka,Chamarajanagar *,571313,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Chamarajanagar *,571440,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Chamrajanagar,571109,2026-01-01,1.859375,0.8480537345493766,2.8706962654506234,2025-12-01,2
Karnataka,Chamrajanagar,571111,2026-01-01,4.6484375,2.098525698588253,7.1983493014117474,2025-12-01,5
Karnataka,Chamrajanagar,571115,2026-01-01,1.5078125,0.30767242394188576,2.7079525760581142,2025-12-01,2
Karnataka,Chamrajanagar,571117,2026-01-01,3.642578125,0.0,8.542884291834788,2025-12-01,3
Karnataka,Chamrajanagar,571123,2026-01-01,2.4296875,0.5157635289887095,4.3436114710112905,2025-12-01,2
Karnataka,Chamrajanagar,571126,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Chamrajanagar,571127,2026-01-01,4.1181640625,0.0,8.856458143940024,2025-12-01,6
Karnataka,Chamrajanagar,571128,2025-11-01,1.54296875,0.0017384625965255474,3.0841990374034745,2025-10-01,1
Karnataka,Chamrajanagar,571313,2026-01-01,6.7998046875,3.5403246954663135,10.059284679533686,2025-12-01,6
Karnataka,Chamrajanagar,571316,2026-01-01,1.5625,0.3716275535700746,2.7533724464299256,2025-12-01,2
Karnataka,Chamrajanagar,571342,2026-01-01,1.029296875,0.5482527890357383,1.5103409609642617,2025-12-01,1
Karnataka,Chamrajanagar,571439,2026-01-01,6.041015625,0.0,19.583213005824724,2025-12-01,1
Karnataka,Chamrajanagar,571440,2026-01-01,4.4443359375,0.0,9.853181966129311,2025-12-01,5
Karnataka,Chamrajanagar,571441,2026-01-01,3.8359375,0.0,11.064182001381752,2025-12-01,2
Karnataka,Chamrajanagar,571442,2026-01-01,2.6875,0.0,7.658950223060002,2025-12-01,1
Karnataka,Chamrajanagar,571443,2026-01-01,2.525390625,0.11163102135740033,4.9391502286426,2025-12-01,3
Karnataka,Chamrajanagar,571444,2026-01-01,5.58349609375,0.0,17.37118557366927,2025-12-01,4
Karnataka,Chamrajanagar,571457,2026-01-01,3.7890625,0.0,9.162375969154324,2025-12-01,6
Karnataka,Chamrajanagar,571490,2026-01-01,4.3125,0.0,15.309131635704556,2025-12-01,1
Karnataka,Chamrajnagar,571109,2025-12-01,1.5,0.2603871572139953,2.7396128427860047,2025-11-01,2
Karnataka,Chamrajnagar,571111,2026-01-01,1.16015625,0.18282915581543924,2.137483344184561,2025-12-01,1
Karnataka,Chamrajnagar,571117,2025-02-01,1.0,1.0,1.0,2025-01-01,1
Karnataka,Chamrajnagar,571123,2026-01-01,1.5625,0.0,3.3568318162108888,2025-12-01,1
Karnataka,Chamrajnagar,571127,2026-01-01,1.03125,0.6135296911685327,1.4489703088314672,2025-12-01,1
Karnataka,Chamrajnagar,571128,2025-09-01,1.5,0.2973988974873232,2.702601102512677,2025-08-01,2
Karnataka,Chamrajnagar,571313,2025-12-01,1.875,1.0810850357133832,2.668914964286617,2025-11-01,2
Karnataka,Chamrajnagar,571342,2025-12-01,1.25,0.20233593170329645,2.2976640682967036,2025-11-01,1
Karnataka,Chamrajnagar,571439,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chamrajnagar,571440,2026-01-01,1.38671875,0.1985716729223601,2.57486582707764,2025-12-01,1
Karnataka,Chamrajnagar,571441,2025-12-01,1.125,0.330721338335615,1.9192786616643849,2025-11-01,1
Karnataka,Chamrajnagar,571442,2025-12-01,1.75,0.0,3.805665342413497,2025-11-01,1
Karnataka,Chamrajnagar,571443,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chamrajnagar,571444,2026-01-01,1.0625,0.4802932447297156,1.6447067552702843,2025-12-01,1
Karnataka,Chamrajnagar,571457,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chamrajnagar,571490,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chickmagalur,577101,2026-01-01,1.5146484375,0.0,3.174818485743609,2025-12-01,1
Karnataka,Chickmagalur,577102,2025-11-01,1.75,0.0,3.805665342413497,2025-10-01,1
Karnataka,Chickmagalur,577111,2025-12-01,1.25,0.0,2.5945489075172694,2025-11-01,1
Karnataka,Chickmagalur,577112,2026-01-01,1.125,0.3310850357133832,1.9189149642866168,2025-12-01,1
Karnataka,Chickmagalur,577113,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chickmagalur,577114,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chickmagalur,577116,2025-11-01,1.8125,0.0,4.0938917653697215,2025-10-01,2
Karnataka,Chickmagalur,577118,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chickmagalur,577120,2026-01-01,1.5,0.11407070887436688,2.885929291125633,2025-12-01,1
Karnataka,Chickmagalur,577121,2026-01-01,1.25,0.20233593170329645,2.2976640682967036,2025-12-01,1
Karnataka,Chickmagalur,577122,2025-04-01,1.0,1.0,1.0,2025-03-01,1
Karnataka,Chickmagalur,577123,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Chickmagalur,577124,2025-12-01,1.125,0.0,2.2894135105405686,2025-11-01,1
Karnataka,Chickmagalur,577125,2025-09-01,1.0,1.0,1.0,2025-08-01,1
Karnataka,Chickmagalur,577126,2026-01-01,1.0625,0.4802932447297156,1.6447067552702843,2025-12-01,1
Karnataka,Chickmagalur,577127,2025-12-01,1.5,0.11407070887436688,2.885929291125633,2025-11-01,2
Karnataka,Chickmagalur,577128,2026-01-01,1.25,0.17646378728987422,2.323536212710126,2025-12-01,1
Karnataka,Chickmagalur,577129,2025-11-01,1.25,0.17646378728987422,2.323536212710126,2025-10-01,1
Karnataka,Chickmagalur,577130,2025-12-01,1.25,0.2085168946048479,2.291483105395152,2025-11-01,1
Karnataka,Chickmagalur,577131,2025-12-01,1.375,0.21058648945943115,2.5394135105405686,2025-11-01,1
Karnataka,Chickmagalur,577132,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chickmagalur,577133,2025-10-01,1.1875,0.0,2.9341202658108534,2025-09-01,1
Karnataka,Chickmagalur,577134,2026-01-01,1.25,0.17646378728987422,2.323536212710126,2025-12-01,1
Karnataka,Chickmagalur,577135,2025-10-01,1.0,1.0,1.0,2025-09-01,1
Karnataka,Chickmagalur,577136,2026-01-01,2.0,0.0,4.479225685572009,2025-12-01,3
Karnataka,Chickmagalur,577137,2025-12-01,1.125,0.3248333506908285,1.9251666493091715,2025-11-01,1
Karnataka,Chickmagalur,577138,2025-12-01,1.75,0.15910827816968154,3.3408917218303182,2025-11-01,2
Karnataka,Chickmagalur,577139,2026-01-01,2.6875,0.0,5.949936476731138,2025-12-01,4
Karnataka,Chickmagalur,577140,2025-12-01,1.125,0.32955413908484077,1.9204458609151591,2025-11-01,1
Karnataka,Chickmagalur,577144,2025-12-01,1.5,0.0,3.5799097656944365,2025-11-01,1
Karnataka,Chickmagalur,577145,2025-12-01,1.5,0.2603871572139953,2.7396128427860047,2025-11-01,2
Karnataka,Chickmagalur,577146,2026-01-01,2.3984375,0.7870073729867859,4.0098676270132145,2025-12-01,3
Karnataka,Chickmagalur,577160,2026-01-01,1.0,1.0,1.0,2025-12-01,1
Karnataka,Chickmagalur,577168,2026-01-01,1.078125,0.3674317261468619,1.788818273853138,2025-12-01,1
Karnataka,Chickmagalur,577175,2026-01-01,1.5,0.0,3.2007347892982643,2025-12-01,1
Karnataka,Chickmagalur,577180,2025-10-01,1.0,1.0,1.0,2025-09-01,1
Karnataka,Chickmagalur,577182,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chickmagalur,577228,2025-12-01,2.6015625,1.2991420983986544,3.9039829016013456,2025-11-01,3
Karnataka,Chickmagalur,577547,2026-01-01,3.94140625,0.0,9.125934159139852,2025-12-01,6
Karnataka,Chickmagalur,577548,2026-01-01,2.9501953125,1.1089314723609374,4.791459152639063,2025-12-01,3
Karnataka,Chickmagalur,577549,2025-12-01,1.0,1.0,1.0,2025-11-01,1
Karnataka,Chickmagalur,577550,2026-01-01,1.1875,0.2504407702818354,2.1245592297181646,2025-12-01,1
Karnataka,Chikkaballapur,561206,2025-12-01,6.53125,0.0,15.49298669307139,2025-11-01,10
Karnataka,Chikkaballapur,561207,2026-01-01,7.01025390625,0.8218541819681073,13.198653630531894,2025-12-01,7
Karnataka,Chikkaballapur,561208,2026-01-01,6.189453125,1.4437160999116987,10.935190150088301,2025-12-01,6
Karnataka,Chikkaballapur,561209,2026-01-01,2.078125,0.0,5.087970432807177,2025-12-01,1
Karnataka,Chikkaballapur,561210,2025-12-01,4.05859375,1.3243749733458023,6.792812526654197,2025-11-01,4
Karnataka,Chikkaballapur,561211,2026-01-01,4.0087890625,0.24683109174268036,7.77074703325732,2025-12-01,4
Karnataka,Chikkaballapur,561212,2026-01-01,3.642578125,0.21379328911045103,7.071362960889549,2025-12-01,4
Karnataka,Chikkaballapur,561213,2026-01-01,3.47607421875,0.0,10.451484913557664,2025-12-01,1
Karnataka,Chikkaballapur,561228,2025-12-01,2.54296875,0.8486925760587871,4.237244923941213,2025-11-01,3
Karnataka,Chikkaballapur,562101,2026-01-01,6.28125,2.470928447100279,10.09157155289972,2025-12-01,6
Karnataka,Chikkaballapur,562102,2026-01-01,4.9951171875,1.3285657214431432,8.661668653556857,2025-12-01,5
Karnataka,Chikkaballapur,562103,2026-01-01,5.171875,0.0,10.4431974711738,2025-12-01,7
Karnataka,Chikkaballapur,562104,2026-01-01,5.82666015625,2.8507680133848328,8.802552299115167,2025-12-01,6
Karnataka,Chikkaballapur,562105,2026-01-01,9.03857421875,0.0,20.500750826633272,2025-12-01,5
Karnataka,Chikkaballapur,563123,2026-01-01,1.51171875,0.3117893250516215,2.7116481749483787,2025-12-01,2
Karnataka,Chikkaballapur,563124,2026-01-01,2.82421875,0.12743150891724442,5.521005991082756,2025-12-01,2
Karnataka,Chikkaballapur,563125,2026-01-01,13.40771484375,3.64954510644397,23.16588458105603,2025-12-01,12
Karnataka,Chikkaballapur,563128,2026-01-01,3.892578125,0.0,7.7920875767890125,2025-12-01,3
Karnataka,Chikkaballapur,563146,2026-01-01,1.7958984375,0.39581044083770967,3.1959864341622906,2025-12-01,2
Karnataka,Chikkaballapur,563159,2026-01-01,3.302734375,0.7564501265592689,5.849018623440731,2025-12-01,3
Karnataka,Chikkaballapur,563161,2025-03-01,1.0,1.0,1.0,2025-02-01,1
Karnataka,Chikkamagaluru,577101,2026-01-01,6.3203125,3.5712606157492526,9.069364384250747,2025-12-01,6
Karnataka,Chikkamagaluru,577102,2025-10-01,1.25,0.17646378728987422,2.323536212710126,2025-09-01,1
Karnataka,Chikkamagaluru,577111,2026-01-01,1.4375,0.2443312086272611,2.630668791372739,2025-12-01,1
Karnataka,Chikkamagaluru,577112,2026-01-01,1.25,0.17646378728987422,2.323536212710126,2025-12-01,1
Karnataka,Chikkamagaluru,577113,2025-09-01,1.0,1.0,1.0,2025-08-01,1
Karnataka,Chikkamagaluru,577114,2025-07-01,1.0,1.0,1.0,2025-06-01,1
Karnataka,Chikkamagaluru,577116,2025-12-01,1.296875,0.19999831525441691,2.393751684745583,2025-11-01,1
Karnataka,Chikkamagaluru,577120,2025-07-01,1.125,0.3248333506908285,1.9251666493091715,2025-06-01,1
Karnataka,Chikkamagaluru,577121,2025-04-01,1.0,1.0,1.0,2025-03-01,1
Karnataka,Chikkamagaluru,577122,2025-11-01,1.0,1.0,1.0,2025-10-01,1
Karnataka,Chikkamagaluru,577123,2025-07-01,1.5,0.11407070887436688,2.885929291125633,2025-06-01,1
Karnataka,Chikkamagaluru,577124,2025-12-01,1.125,0.3248333506908285,1.9251666493091715,2025-11-01,1
Karnataka,Chikkamagaluru,577126,2026-01-01,1.8125,0.0,4.2503640602934745,2025-12-01,1
Karnataka,Chikkamagaluru,577127,2025-12-01,1.0,1.0,1.0,2025-11-01,1
